clip_id,speaker,dialect,show_name,duration
6k_SBA_114_2-seg_385_820-388_927,batch_1/6k_SBA_114_2.wav:Speaker1متحدث,SADA_HIJ,الديرة نت,3.1067361964229576
6k_SBA_114_2-seg_206_390-208_450,batch_1/6k_SBA_114_2.wav:Speaker1متحدث,SADA_HIJ,الديرة نت,2.059999999999945
6k_SBA_114_2-seg_223_530-225_830,batch_1/6k_SBA_114_2.wav:Speaker1متحدث,SADA_HIJ,الديرة نت,2.300000000000182
6k_SBA_114_2-seg_271_480-273_750,batch_1/6k_SBA_114_2.wav:Speaker1متحدث,SADA_HIJ,الديرة نت,2.269999999999982
6k_SBA_115_1-seg_68_740-71_130,batch_1/6k_SBA_115_1.wav:Speaker3متحدث,SADA_HIJ,الديرة نت,2.3900000000001
6k_SBA_115_1-seg_104_099-107_747,batch_1/6k_SBA_115_1.wav:Speaker3متحدث,SADA_HIJ,الديرة نت,3.647248628700552
6k_SBA_115_1-seg_107_783-111_850,batch_1/6k_SBA_115_1.wav:Speaker3متحدث,SADA_HIJ,الديرة نت,4.067224475464656
6k_SBA_115_1-seg_86_960-89_470,batch_1/6k_SBA_115_1.wav:Speaker3متحدث,SADA_HIJ,الديرة نت,2.509999999999991
6k_SBA_126_0-seg_583_530-585_970,batch_1/6k_SBA_126_0.wav:Speaker1متحدث,SADA_HIJ,الديرة نت,2.4400000000000546
6k_SBA_126_0-seg_217_510-219_850,batch_1/6k_SBA_126_0.wav:Speaker1متحدث,SADA_HIJ,الديرة نت,2.3400000000000034
6k_SBA_126_0-seg_586_870-589_550,batch_1/6k_SBA_126_0.wav:Speaker1متحدث,SADA_HIJ,الديرة نت,2.67999999999995
6k_SBA_126_0-seg_132_090-134_320,batch_1/6k_SBA_126_0.wav:Speaker1متحدث,SADA_HIJ,الديرة نت,2.2299999999999898
6k_SHTV_49_0-seg_287_120-289_920,batch_1/6k_SHTV_49_0.wav:Speaker1متحدث,SADA_HIJ,خزنة,2.8000487499999736
6k_SHTV_49_0-seg_553_919-556_100,batch_1/6k_SHTV_49_0.wav:Speaker1متحدث,SADA_HIJ,خزنة,2.1807708333334404
6k_SHTV_49_0-seg_263_064-267_602,batch_1/6k_SHTV_49_0.wav:Speaker1متحدث,SADA_HIJ,خزنة,4.538452083333311
6k_SHTV_49_0-seg_270_626-272_933,batch_1/6k_SHTV_49_0.wav:Speaker1متحدث,SADA_HIJ,خزنة,2.3076875000000427
6k_SHTV_69_2-seg_137_150-142_052,batch_1/6k_SHTV_69_2.wav:Speaker3متحدث,SADA_HIJ,خزنة,4.901996655719927
6k_SHTV_69_2-seg_83_627-88_278,batch_1/6k_SHTV_69_2.wav:Speaker3متحدث,SADA_HIJ,خزنة,4.650892579586241
6k_SHTV_69_2-seg_46_504-49_163,batch_1/6k_SHTV_69_2.wav:Speaker3متحدث,SADA_HIJ,خزنة,2.6591015939624327
6k_SHTV_69_2-seg_90_483-98_440,batch_1/6k_SHTV_69_2.wav:Speaker3متحدث,SADA_HIJ,خزنة,7.957276252367052
6k_v2ms_SBA3_2573_2-seg_121_130-124_580,batch_1/6k_v2ms_SBA3_2573_2.wav:Speaker2متحدث,SADA_HIJ,المول,3.450000000000045
6k_v2ms_SBA3_2573_2-seg_181_940-187_680,batch_1/6k_v2ms_SBA3_2573_2.wav:Speaker2متحدث,SADA_HIJ,المول,5.740000000000009
6k_v2ms_SBA3_2573_2-seg_221_480-230_680,batch_1/6k_v2ms_SBA3_2573_2.wav:Speaker1متحدث,SADA_HIJ,المول,9.200000000000044
6k_v2ms_SBA3_2573_2-seg_523_430-527_340,batch_1/6k_v2ms_SBA3_2573_2.wav:Speaker1متحدث,SADA_HIJ,المول,3.910000000000082
6k_v2ms_SBA3_2573_2-seg_497_170-499_580,batch_1/6k_v2ms_SBA3_2573_2.wav:Speaker1متحدث,SADA_HIJ,المول,2.410000000000082
6k_v2ms_SBA3_2573_2-seg_82_170-88_790,batch_1/6k_v2ms_SBA3_2573_2.wav:Speaker1متحدث,SADA_HIJ,المول,6.619998107581765
6k_v2ms_SBA3_2573_2-seg_234_700-246_590,batch_1/6k_v2ms_SBA3_2573_2.wav:Speaker1متحدث,SADA_HIJ,المول,11.8900000000001
6k_v2ms_SBA3_2573_2-seg_157_810-165_480,batch_1/6k_v2ms_SBA3_2573_2.wav:Speaker2متحدث,SADA_HIJ,المول,7.669999999999845
6k_v2ms_SBA3_2573_2-seg_201_930-205_580,batch_1/6k_v2ms_SBA3_2573_2.wav:Speaker1متحدث,SADA_HIJ,المول,3.650000000000091
6k_v2ms_SBA3_2573_2-seg_445_740-459_900,batch_1/6k_v2ms_SBA3_2573_2.wav:Speaker2متحدث,SADA_HIJ,المول,14.160000000000082
